Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"KENNEDY, ROBERT, F. JR., SHANAHAN, NICOLE",IND,CHALLENGER,62846924.44,61628900.91,1218023.53,4525133.37,10/16/2024,600 W BROADWAY,STE 1400,SAN DIEGO,CA,921013377,46292533.0,16005549.0,62298081.14,13200.0,0.0,0.0,62311281.14,315660.0,0.0,0.0,0.0,173489.33,0.0,0.0,46493.97,59630038.26,0,0.0,0.0,0.0,0.0,0.0,1998862.65,0.0,0.0,1998862.65,0.0,500821198.9,439247271.7,0.0,0.0,02/01/2023
"PENCE, MIKE",REP,CHALLENGER,6606500.75,6194938.31,411562.44,776463.13,10/16/2024,10201 N ILLINOIS STREET,"MERIDIAN TOWER, SUITE 400",CARMEL,IN,46290,3232985.0,2271335.0,5504321.58,34800.0,0.0,50000.0,5589121.58,0.0,0.0,0.0,0.0,1634.67,0.0,0.0,0.0,5702813.07,0,0.0,0.0,0.0,0.0,0.0,480125.24,0.0,12000.0,492125.24,0.0,62758471.85,57313916.79,0.0,0.0,04/01/2023
"CAMPBELL, CAMERON",DEM,CHALLENGER,0.0,0.0,0.0,0.0,12/26/2023,122 C ST NW,STE 360,WASHINGTON,DC,20001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/11/2023
"FARIS, STEPHEN I MR",W,CHALLENGER,1484.28,1474.89,131.66,0.0,10/16/2024,1166 E. DAYTON YELLOW SPRINGS RD.,PMB# 214,FAIRBORN,OH,45324,0.0,0.0,0.0,0.0,0.0,1484.28,1484.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.28,1474.89,122.27,0.0,01/01/2023
"JOHNSON, DREW",REP,CHALLENGER,1350994.12,1143500.3,207493.82,312059.27,10/16/2024,5325 S FORT APACHE ROAD,STE D-31,LAS VEGAS,NV,89148,403891.33,44724.35,448615.68,56200.0,0.0,0.0,504815.68,119259.06,722400.0,0.0,722400.0,4518.73,0.0,0.0,0.65,684116.24,0,0.0,32242.65,422400.0,0.0,422400.0,3441.41,0.0,1300.0,4741.41,0.0,500074.27,679597.51,0.0,0.0,04/01/2023
"DE LA CRUZ, CLAUDIA",IND,CHALLENGER,360917.31,333691.96,27225.35,11092.19,10/16/2024,1835 7TH ST NW,#189,WASHINGTON,DC,20001,148170.0,211747.0,359917.31,1000.0,0.0,0.0,360917.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333643.96,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,2500196.84,1853357.88,0.0,0.0,07/01/2023
"VILLAVERDE, CHRISTINE",REP,CHALLENGER,44225.0,55288.1,0.0,0.0,12/07/2023,1441 EAST BROAD STREET,#91,FUQUAY VARINA,NC,27526,43100.0,1125.0,44225.0,0.0,0.0,0.0,44225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35416.98,0,0.0,0.0,19805.84,0.0,19805.84,0.0,0.0,0.0,0.0,65.28,44225.0,35416.98,11063.1,0.0,01/01/2023
"STEVENS, HALEY",DEM,INCUMBENT,2512469.64,1709141.78,810311.11,0.0,10/16/2024,33717 WOODWARD AVE,#539,BIRMINGHAM,MI,48009,1258669.78,130937.96,1389607.74,1118963.0,0.0,0.0,2508570.74,0.0,0.0,0.0,0.0,3875.9,0.0,0.0,23.0,1309663.56,0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1600.0,3610.0,395868.22,2504960.74,1305787.66,6983.25,0.0,01/01/2023
"PEREZ, MARIA ANGELITA",REP,CHALLENGER,0.0,0.0,0.0,0.0,02/21/2024,3711 MEDICAL DRIVE,#1423,SAN ANTONIO,TX,78229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/01/2023
"GRANDSARD, BRUNO",DEM,CHALLENGER,28247.0,22802.81,4865.88,0.0,07/01/2024,135 PROSPECT PARK WEST,APT 52,BROOKLYN,NY,11215,25699.0,2548.0,28247.0,0.0,0.0,0.0,28247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22802.81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28247.0,22802.81,-578.31,0.0,01/01/2024
"PHILLIPS, STEPHANIE",REP,CHALLENGER,83810.01,83810.01,0.0,25676.77,06/30/2024,6655 W SAHARA AVE,STE B200,LAS VEGAS,NV,89146,42764.6,16781.73,59546.33,0.0,0.0,22748.2,82294.53,0.0,0.0,0.0,0.0,1514.89,0.0,0.0,0.59,81659.01,0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,0.0,501.0,1650.0,81793.53,80144.12,0.0,0.0,04/01/2023
"IRIZARRY, RAFAEL",REP,CHALLENGER,449.99,449.99,0.0,0.0,03/31/2024,347 WEBER ST,UNIT 12,STRATFORD,CT,6614,0.0,100.0,100.0,0.0,0.0,349.99,449.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.99,449.99,0.0,0.0,01/01/2024
"MEEKS, GREGORY W.",DEM,INCUMBENT,2897928.52,2244399.07,2382110.85,0.0,10/16/2024,153-01 JAMAICA AVENUE,SUITE 205,JAMAICA,NY,11432,1013499.31,6316.8,1019816.11,1184518.53,1957.03,0.0,2206291.67,688582.89,0.0,0.0,0.0,2277.53,0.0,0.0,776.43,1572876.58,0,0.0,4813.66,0.0,0.0,0.0,19667.22,0.0,0.0,19667.22,647041.61,2186624.45,1570599.05,1728581.4,0.0,01/01/2023
"KING, ANGUS S. JR.",IND,INCUMBENT,5172405.3,4507340.43,978115.41,0.0,10/16/2024,15 POTTER STREET,PO BOX 457,BRUNSWICK,ME,40112440,3190385.52,422911.2,3613296.72,1431428.5,5200.0,429.9,5050355.12,30642.96,0.0,0.0,0.0,18216.86,0.0,0.0,73190.36,4421430.61,0,0.0,0.0,0.0,0.0,0.0,62044.3,0.0,20000.02,82044.32,3865.5,4968310.8,4403213.75,313050.54,0.0,01/01/2023
"LYERLY, KRISTIN",DEM,OPEN,2382759.88,1802518.42,580241.46,0.0,10/16/2024,1794 ALLOUEZ AVE,SUITE C #133,GREEN BAY,WI,54311,866272.89,1410286.96,2276559.85,72800.0,0.0,0.0,2349359.85,33400.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1777575.92,0,0.0,0.0,0.0,0.0,0.0,13442.5,0.0,0.0,13442.5,11500.0,2335917.35,1777575.91,0.0,0.0,04/01/2024
"RUBIN, JOEL MARTIN",DEM,OPEN,133133.36,133133.36,0.0,0.0,03/31/2024,12774 WISTERIA DRIVE,UNIT 1812,GERMANTOWN,MD,20875,105779.0,26354.36,132133.36,0.0,0.0,0.0,132133.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,123809.48,0,0.0,0.0,0.0,0.0,0.0,3475.0,0.0,0.0,3475.0,5848.88,128658.36,123809.48,0.0,0.0,01/01/2023
"NIELSON, GEOFFREY STOKES",REP,CHALLENGER,269400.0,269400.0,0.0,5000.0,12/31/2023,300 SEVEN SPRINGS WAY,SUITE 235,BRENTWOOD,TN,37027,14200.0,200.0,14400.0,0.0,0.0,0.0,14400.0,0.0,255000.0,0.0,255000.0,0.0,0.0,0.0,0.0,16300.0,0,0.0,0.0,250000.0,0.0,250000.0,0.0,0.0,0.0,0.0,3100.0,14400.0,16300.0,0.0,0.0,07/01/2023
"BARRAGAN, NANETTE",DEM,INCUMBENT,1184723.01,1150042.94,1538451.21,0.0,10/16/2024,1840 SOUTH GAFFEY STREET,#421,SAN PEDRO,CA,90731,269653.59,14936.33,284589.92,892538.63,0.0,0.0,1177128.55,0.0,0.0,0.0,0.0,6416.67,0.0,0.0,1177.79,1078314.42,0,0.0,0.0,0.0,0.0,0.0,5728.52,0.0,7000.0,12728.52,59000.0,1164400.03,1071897.75,1503771.14,0.0,01/01/2023
"BIGGS, ANDY",REP,INCUMBENT,1312074.61,1053961.51,493584.95,0.0,10/16/2024,70 S VAL VISTA DRIVE,STE A3 #308,GILBERT,AZ,85296,656467.57,559245.59,1215713.16,72485.2,0.0,0.0,1288198.36,13000.0,0.0,0.0,0.0,10876.25,0.0,0.0,0.0,995006.51,0,0.0,0.0,0.0,0.0,0.0,16955.0,0.0,0.0,16955.0,42000.0,1271243.36,984130.26,235471.85,0.0,01/01/2023
"HARRIS, CLEMMIE L",DEM,CHALLENGER,59682.12,59682.12,0.0,0.0,06/30/2024,127 SADDLESTONE PLACE,APT F,CAMILLUS,NY,13031,50132.0,8550.12,58682.12,1000.0,0.0,0.0,59682.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56383.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.0,59682.12,56383.12,0.0,0.0,04/01/2023
"HOVEY, MEGHANN K",DEM,CHALLENGER,9700.0,10440.0,-740.0,0.0,06/30/2024,316 AUSLEY RD,324-F,TALLAHASSEE,FL,32304,4450.0,0.0,4450.0,0.0,5250.0,0.0,9700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,9700.0,0.0,0.0,0.0,04/01/2024
"SCHIFF, ADAM",DEM,OPEN,46098413.25,59416097.78,7705275.8,0.0,10/16/2024,611 PENNSYLVANIA AVE SE,#143,WASHINGTON,DC,20003,25278673.34,17973180.15,43251853.49,966453.06,250.0,0.0,44218556.55,455353.51,0.0,0.0,0.0,106554.47,0.0,0.0,1317948.72,57375873.73,0,0.0,0.0,0.0,0.0,0.0,643415.2,0.0,20099.0,663514.2,1376709.85,43555042.35,57269319.26,21022960.33,0.0,01/01/2023
"CRANK, JEFF",REP,OPEN,972544.46,797891.98,174652.48,0.0,10/16/2024,9235 N UNION BLVD,STE 150-164,COLORADO SPRINGS,CO,80920,597208.63,49366.37,646575.0,300250.0,0.0,0.0,946825.0,24177.63,0.0,0.0,0.0,1041.83,0.0,0.0,500.0,790641.98,0,0.0,0.0,0.0,0.0,0.0,4750.0,0.0,0.0,4750.0,2500.0,942075.0,789600.15,0.0,0.0,01/01/2024
"LY, FRANCINE",DEM,CHALLENGER,74936.78,75031.84,0.0,3810.27,03/31/2024,7750 N MACARTHUR BLVD,STE 120-146,IRVING,TX,75063,56675.0,11604.9,68279.9,6631.88,0.0,25.0,74936.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74775.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.84,74936.78,74775.0,0.0,0.0,01/01/2023
"ANDERSON, JOSHUA",LIB,CHALLENGER,0.0,0.0,0.0,0.0,09/30/2024,867 BOYLSTON ST,SUITE 500,BOSTON,MA,2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/01/2023
"SMILEY, TIFFANY",REP,CHALLENGER,1112458.96,978007.08,134451.88,0.0,09/30/2024,C/O 228 S WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,689814.17,402380.79,1092194.96,20000.0,0.0,0.0,1112194.96,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,978007.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112194.96,977743.08,0.0,0.0,04/01/2024
"SIDDIQI, IMRAAN",DEM,CHALLENGER,443719.82,443719.82,0.0,0.0,10/16/2024,"400 GILMAN AVE, NW",#3067,ISSAQUAH,WA,98027,376897.38,64779.77,441677.15,2000.0,0.0,0.0,443677.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.67,441270.47,0,0.0,0.0,0.0,0.0,0.0,511.11,0.0,0.0,511.11,1938.24,443166.04,441270.47,0.0,0.0,04/01/2024
"GIESICK, PAUL LAWRENCE",DEM,CHALLENGER,0.0,6910.2,210.0,0.0,07/22/2024,3609 168TH ST NE,3657,ARLINGTON,WA,98223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6910.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6910.2,7120.2,0.0,04/01/2024
"ALI, ADDUL RAHMAN EL",REP,CHALLENGER,48917.57,48917.57,0.0,0.0,11/25/2024,2425 LYDIA AVE,APT B,CHARLOTTE,NC,28205,32134.66,10007.23,42141.89,3975.2,2800.0,0.0,48917.09,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,46740.06,0,0.0,0.0,0.0,0.0,0.0,332.51,50.0,500.0,882.51,1295.0,48034.58,46739.58,0.0,0.0,11/16/2023
"VEGA, JOSE DAVID",UN,CHALLENGER,139559.5,138429.71,1129.79,0.0,10/16/2024,1157 INTERVALE AVENUE,APT. 2D,BRONX,NY,10459,82144.56,55455.07,137599.63,1500.0,0.0,0.0,139099.63,0.0,400.0,0.0,400.0,59.87,0.0,0.0,0.0,135529.71,0,0.0,2500.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,139099.63,135469.84,0.0,0.0,01/01/2024
"FERNANDEZ, HLSIA",DEM,CHALLENGER,16624.4,15177.41,4387.77,15000.0,09/30/2024,7025 COUNTY ROAD 46 A,UNIT 1071 405,LAKE MARY,FL,32746,1400.0,224.4,1624.4,0.0,0.0,0.0,1624.4,0.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15177.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.4,15177.41,2708.73,0.0,01/01/2023
"AYERS, AVERY LAMARR",W,CHALLENGER,0.0,0.0,210.0,0.0,11/05/2024,5380 WEST 34TH STREET,SUITE 212,HOUSTON,TX,77092,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,210.0,0.0,08/09/2024
"LAROSE, JOSUE DR.",DEM,CHALLENGER,0.0,0.0,0.0,0.0,06/30/2024,14900 SW 30TH STREET,SUITE 7834,MIRAMAR,FL,33027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"MITCHELL, CHRISTOPHER DOUGLAS",CON,OPEN,11000.0,11026.58,0.0,11000.0,11/25/2024,6660 DELMONICO DRIVE,SUITE D228,COLORADO SPRINGS,CO,80919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11026.58,0.0,0.0,0.0,0.0,07/01/2023
"JOARDER, EHSAN",REP,CHALLENGER,30743.02,3515.02,27228.0,28718.02,09/30/2024,308 BLACK WALNUT RD,#407,BROOKSVILLE,FL,34604,1000.0,1025.0,2025.0,0.0,0.0,0.0,2025.0,0.0,10100.0,18618.02,28718.02,0.0,0.0,0.0,0.0,3515.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,3515.02,0.0,0.0,01/01/2024
"CHRISTMAN, JOSEPH WILLIAM",LIB,CHALLENGER,1075.0,118.9,956.1,794.69,11/25/2024,2373 NW 185TH AVE,#240,HILLSBORO,OR,97124,1000.0,75.0,1075.0,0.0,0.0,0.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,118.9,0.0,0.0,07/01/2024
"SANTOS, LORENZO JUAN",DEM,CHALLENGER,25593.83,25440.23,373.6,0.0,09/30/2024,"134 MAIN STREET, APT 218",APT 218,RACINE,WI,53403,4709.34,19592.48,24301.82,0.0,0.0,1292.0,25593.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,25440.23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25593.82,25440.23,220.0,0.0,07/01/2023
"CASTRONUOVA, CARA",REP,CHALLENGER,43979.5,43979.5,0.0,0.0,09/30/2024,1060 BROADWAY,NO 1295,ALBANY,NY,12204,21911.18,22068.32,43979.5,0.0,0.0,0.0,43979.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40556.44,0,0.0,0.0,0.0,0.0,0.0,3423.06,0.0,0.0,3423.06,0.0,40556.44,40556.44,0.0,0.0,01/01/2024
"CROW, JASON",DEM,INCUMBENT,1990013.67,1799227.54,1772071.83,0.0,10/16/2024,8547 E ARAPAHOE ROAD,STE J-543,GREENWOOD VILLAGE,CO,80112,1088665.87,554602.47,1643268.34,242330.0,0.0,0.0,1885598.34,89478.31,0.0,0.0,0.0,14937.02,0.0,0.0,0.0,1516736.17,0,0.0,2100.0,0.0,0.0,0.0,7486.3,0.0,0.0,7486.3,272905.07,1878112.04,1501799.15,1581285.7,0.0,01/01/2023
"KEMP, PATRICIA",DEM,CHALLENGER,542647.03,542647.03,0.0,0.0,11/28/2024,701 SOUTH HOWARD AVENUE,SUITE 106-813,TAMPA,FL,33606,306153.44,122618.59,428772.03,63500.0,0.0,0.0,492272.03,0.0,50000.0,0.0,50000.0,375.0,0.0,0.0,0.0,473853.95,0,0.0,0.0,50000.0,0.0,50000.0,16544.0,0.0,0.0,16544.0,2249.08,475728.03,473478.95,0.0,0.0,01/01/2024
"BOCANEGRA, JOSH",NOP,OPEN,7806.0,3730.66,-1812.66,0.0,03/31/2024,8581 SANTA MONICA BLVD,UNIT 164,WEST HOLLYWOOD,CA,90069,5580.0,2226.0,7806.0,0.0,0.0,0.0,7806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3730.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7806.0,3730.66,401.0,0.0,01/26/2023
"OLIVER, CHASE RUSSELL",LIB,CHALLENGER,441080.9,435801.49,5279.41,24054.86,10/16/2024,3939 LAVISTA RD,STE E #368,TUCKER,GA,30084,295471.0,143482.0,438953.02,309.8,1414.99,0.0,440677.81,0.0,0.0,0.0,0.0,403.09,0.0,0.0,0.0,401346.79,0,34454.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138653.37,1812389.47,0.0,0.0,12/01/2022
"WITHROW, ADAM JOSEPH",UNI,OPEN,438.48,768.43,-279.95,0.0,10/16/2024,1820 SAINT CLAIR AVE.,APT A,PUEBLO,CO,81004,0.0,438.48,438.48,0.0,0.0,0.0,438.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.48,768.43,50.0,0.0,07/01/2023
"ZINK, RYAN",REP,CHALLENGER,5573.11,5573.11,0.0,3125.0,06/30/2024,7717 MILWAUKEE AVE,STE E BOX 144,LUBBOCK,TX,79424,4924.95,645.0,5569.95,0.0,0.0,0.0,5569.95,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,5573.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5569.95,5569.95,0.0,0.0,12/04/2023
"CHAUDHRY, RAJA",DEM,OPEN,305350.23,81219.88,228974.59,0.0,12/31/2023,1075 GRIFFIN STREET WEST,SUITE 201,DALLAS,TX,75215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305350.23,0.0,305350.23,0.0,0.0,0.0,0.0,81219.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81219.88,0.0,0.0,07/01/2023
"KJORNES, DONALD",REP,CHALLENGER,10028.0,9997.92,30.04,10000.0,07/16/2024,DONALD M. KJORNES,376 SOUTH LAKE DR,WATERTOWN,SD,57201,25.0,2.0,27.0,0.0,0.0,1.0,28.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,2429.31,0,0.0,0.0,7568.61,0.0,7568.61,0.0,0.0,0.0,0.0,0.0,136.88,7100.57,0.0,0.0,04/01/2023
"MORALES, ADIANIS",REP,CHALLENGER,19775.0,12891.1,12719.3,0.0,09/30/2024,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,16304.0,3246.0,19550.0,225.0,0.0,0.0,19775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12891.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19775.0,12891.1,5835.4,0.0,01/01/2023
"GILBERT, MADISON GESIOTTO",REP,CHALLENGER,111655.78,114919.21,0.0,208759.21,09/30/2024,645 HOWE AVE,#1002,CUYAHOGA FALLS,OH,44221,34909.5,74347.28,109256.78,2104.6,0.0,0.0,111361.38,0.0,0.0,0.0,0.0,294.4,0.0,0.0,0.0,73678.42,0,0.0,0.0,41240.79,0.0,41240.79,0.0,0.0,0.0,0.0,0.0,111361.38,73384.02,3263.43,0.0,01/01/2023
"HALEY, NIKKI",REP,CHALLENGER,58378347.5,56678284.28,1700063.22,0.0,09/30/2024,186 SEVEN FARMS DR,STE F-370,DANIEL ISLAND,SC,29492,34132886.0,12763736.0,46896621.0,32800.0,0.0,0.0,46929421.0,11216671.31,0.0,0.0,0.0,232255.19,0.0,0.0,0.0,50769495.36,0,0.0,0.0,0.0,0.0,0.0,5882038.92,0.0,5300.0,5887338.92,21450.0,271576024.9,261380278.1,0.0,0.0,01/01/2023
"BRECHEEN, JOSH",REP,INCUMBENT,314577.47,311797.89,76618.64,0.0,10/16/2024,4019 W HIGHWAY 70,NUM 310,DURANT,OK,74701,211091.0,12152.42,223243.42,88000.0,0.0,0.0,311243.42,0.0,0.0,0.0,0.0,334.05,0.0,0.0,3000.0,308497.89,0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,3300.0,0.0,307943.42,308163.84,73839.06,0.0,01/01/2023
"CEREZO SWAFFAR, DARLENE",REP,CHALLENGER,113641.61,113641.61,0.0,20832.98,10/16/2024,10 FAIRWAY DRIVE,SUITE 118,DEERFIELD BEACH,FL,33441,78307.5,14334.11,92641.61,0.0,0.0,0.0,92641.61,0.0,21000.0,0.0,21000.0,0.0,0.0,0.0,0.0,109731.58,0,0.0,0.0,167.02,0.0,167.02,3743.01,0.0,0.0,3743.01,0.0,88898.6,109731.58,0.0,0.0,01/01/2024
"FOCHT, CYRIL JASON",DEM,OPEN,65100.5,65100.5,0.0,0.0,09/27/2024,409 BLAKE CIRCLE,APT B,COOKEVILLE,TN,38501,15942.28,13700.36,29642.64,0.0,0.0,1775.1,31417.74,0.0,33682.58,0.0,33682.58,0.18,0.0,0.0,0.0,64027.29,0,0.0,0.0,878.21,0.0,878.21,25.0,0.0,0.0,25.0,170.0,31392.74,64027.11,0.0,0.0,04/01/2023
"MILLER, MARY",REP,INCUMBENT,1506902.93,1161411.51,655477.72,0.0,10/16/2024,3710 BROADWAY STREET,BOX 102,QUINCY,IL,62305,554603.47,723778.19,1278381.66,151050.0,0.0,0.0,1429431.66,44167.95,0.0,0.0,0.0,31703.32,0.0,0.0,1600.0,1157146.51,0,0.0,0.0,0.0,0.0,0.0,4265.0,0.0,0.0,4265.0,0.0,1425166.66,1125443.19,309986.3,0.0,01/01/2023
"JACK, BRIAN",REP,OPEN,2010261.55,1807825.78,202435.77,7515.71,10/16/2024,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,1026294.6,42502.68,1068797.28,515389.67,0.0,259.84,1584446.79,403914.6,7515.71,0.0,7515.71,13284.45,0.0,0.0,1100.0,1804631.7,0,0.0,0.0,0.0,0.0,0.0,3194.08,0.0,0.0,3194.08,0.0,1581252.71,1791347.25,0.0,0.0,01/01/2024
"DARIUS, WADESON WADE",DEM,CHALLENGER,30107.5,29051.91,843.0,10415.02,09/30/2024,4700 LB MCLEOD RD,SUITE 2B,ORLANDO,FL,32811,2900.0,300.0,3200.0,0.0,0.0,0.0,3200.0,0.0,24065.48,2842.02,26907.5,0.0,0.0,0.0,0.0,29051.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,29051.91,0.0,0.0,04/01/2024
"DE FRANCESCHI, VLADIMIR",REP,OPEN,65664.48,65666.58,-2.1,0.0,03/31/2024,1565 W MAIN STREET,STE 208 - 1057,LEWISVILLE,TX,75067,13900.0,764.48,14664.48,0.0,0.0,0.0,14664.48,0.0,51000.0,0.0,51000.0,0.0,0.0,0.0,0.0,64744.97,0,0.0,0.0,0.0,921.61,921.61,0.0,0.0,0.0,0.0,0.0,14664.48,64744.97,0.0,0.0,11/21/2023
"DURAL, KEVIN",W,CHALLENGER,64469.71,59310.46,9797.99,0.0,10/16/2024,2001 TIMBERLOCH PLACE,SUITE 500,SPRING,TX,77380,64469.71,0.0,64469.71,0.0,0.0,0.0,64469.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59310.46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64469.71,59310.46,4638.74,0.0,10/01/2024
"GUTMANN, ANDREW",REP,CHALLENGER,752101.69,617493.65,134608.04,117161.44,09/30/2024,1730 S. FEDERAL HWY,NO. 275,DELRAY BEACH,FL,33483,618635.0,17762.0,636397.0,1000.0,750.0,3954.69,642101.69,0.0,110000.0,0.0,110000.0,0.0,0.0,0.0,0.0,614593.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,642101.69,614593.65,0.0,0.0,04/25/2023
"DOLAN, MARTIN WILLIAM MR",DEM,CHALLENGER,476804.46,476804.46,0.0,0.0,11/15/2024,25 BRADLEY ST,COTTAGE,DOBBS FERRY,NY,10522,52008.0,41233.26,93241.26,0.0,0.0,7062.07,100303.33,0.0,376500.0,0.0,376500.0,0.0,0.0,0.0,1.13,424073.46,0,0.0,0.0,42000.0,0.0,42000.0,731.0,0.0,0.0,731.0,10000.0,99572.33,424073.46,0.0,0.0,09/01/2023
