Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"GOLDMAN, DANIEL",DEM,INCUMBENT,3495820.73,2385803.7,1147355.1,4888468.2,10/16/2024,PO BOX 3306,,NEW YORK,NY,10008,2478190.07,286837.88,2765027.95,276693.53,43.56,0,3041765.04,447522.85,0,0,0,6532.84,0,0,0,2329950.6,0,0,0,0,0,0,33451.5,0,0,33451.5,22401.6,3008313.54,2323417.76,37338.07,0,01/01/2023
"COTTER, WILLIAM BIDDLE",REP,OPEN,73490.96,73490.96,0,0,05/24/2024,438 E 89TH STREET,,NEW YORK,NY,10128,13216.44,10599.52,23815.96,0,0,0,23815.96,0,45000,0,45000,4675,0,0,0,69485.75,0,0,0,0,0,0,5.21,0,0,5.21,4000,23810.75,64810.75,0,0,01/01/2024
"WILLIAMS, BRANDON MCDONALD",REP,INCUMBENT,3938362.8,3613554.31,348972.43,0,10/16/2024,PO BOX 3580,,SYRACUSE,NY,13220,1196116.52,513114.43,1709230.95,1033530,20250,0,2763010.95,1175351.85,0,0,0,0,0,0,0,3598695.89,0,0,1158.42,0,0,0,13700,0,0,13700,0,2749310.95,3598695.89,24163.94,0,01/01/2023
"NEWHOUSE, DAN",REP,INCUMBENT,2265039.52,1853457.17,426183.41,5000,10/16/2024,2521 S EMERALD RD,,SUNNYSIDE,WA,989449767,795793.63,49460.82,845254.45,1345520.04,0,0,2190774.49,74265.03,0,0,0,0,0,0,0,1847732.36,0,0,0,0,0,0,1908.53,0,0,1908.53,3816.28,2188865.96,1847732.36,14601.06,0,01/01/2023
"MESTAS, KAREN JAY",DEM,CHALLENGER,0,0,0,0,,1046 SHINNECOCK HILLS DRIVE,,OVIEDO,FL,32765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MESTAS, KAREN JAY",DEM,CHALLENGER,0,0,0,0,,1046 SHINNECOCK HILLS DRIVE,,OVIEDO,FL,32765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"FARCA, SHIMON MR.",IND,CHALLENGER,0,0,0,0,,601 BRICKELL KEY DRIVE,,MIAMI,FL,33131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"RESCH, SUSAN",REP,CHALLENGER,4713.74,4710.74,3,0,12/31/2023,630 E WASHINGTON AVENUE,,MADISON,WI,53703,0,350,350,0,0,4363.74,4713.74,0,0,0,0,0,0,0,0,2032.47,0,2365.95,0,0,0,0,0,0,0,0,312.32,63214.35,39729.49,0,0,01/01/2023
"BHARARA, SHABADJOT SINGH MR",DEM,CHALLENGER,0,0,0,0,02/12/2024,98 EAST STREET,,MORRIS,CT,6763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/16/2022
"FARMS, WILLIAM",REP,OPEN,0,0,0,0,,89525 LOCKMAN RD,,JEWETT,OH,43986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BERHANE, DANIELLE HUSSER",REP,CHALLENGER,0,0,0,0,,8549 WILSHIRE BLVD #817,,BEVERLY HILLS,CA,90211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"RANDALL, EMILY",DEM,OPEN,1696213.13,1445501.51,250711.62,0,10/16/2024,PO BOX 1883,,PORT ORCHARD,WA,98366,1012369.65,355625.37,1367995.02,326850.01,0,1000,1695845.03,0,0,0,0,368.1,0,0,0,1322658.51,0,0,0,0,0,0,1638,0,0,1638,121205,1694207.03,1322290.41,0,0,11/02/2023
"GARCIA, MICHAEL",REP,INCUMBENT,5978260.92,4256324.86,1838607.71,77117.01,10/16/2024,23890 COPPER HILLS DRIVE #365,,VALENCIA,CA,91354,2801279.83,894923.3,3696203.13,1345950,0,0,5042153.13,931158.06,0,0,0,4949.73,0,0,0,4205948.85,0,0,0,0,0,0,27399.74,0,11000,38399.74,11976.27,5003753.39,4200999.12,116671.65,0,01/01/2023
"MEADOWS, SAMANTHA",DEM,OPEN,138863.46,117948.82,20931.25,0,10/16/2024,80 N HIGH ST,,CHILLICOTHE,OH,45601,65892,50023.94,115915.94,19346.82,1600,1,136863.76,0,0,0,0,1998.86,0,0,0.84,117538.82,0,0,0,0,0,0,410,0,0,410,0,136453.76,115539.96,16.61,0,01/01/2023
"JENKINS, DAVID",REP,OPEN,1351,1351,0,0,03/31/2024,833 JOHN TRAMMELL RD,,GRANTVILLE,GA,30220,0,351,351,1000,0,0,1351,0,0,0,0,0,0,0,0,995.52,0,0,0,0,0,0,355.48,0,0,355.48,0,995.52,995.52,0,0,01/01/2024
"WILSON, TAMARA",DEM,CHALLENGER,2118364.11,1886728.7,240243.96,0,10/16/2024,273 SARATOGA ST.,,DELAWARE,OH,43015,470095.93,1571534.16,2041630.09,0,0,0,2041630.09,0,0,0,0,76734.02,0,0,0,1883978.7,0,0,0,0,0,0,2750,0,0,2750,0,2038880.09,1807244.68,3941.62,0,01/01/2023
"JOYCE, DAVID P.",REP,INCUMBENT,2391973.82,1381890.16,2840005.83,0,10/16/2024,116 MANOR BROOK DR,,CHAGRIN FALLS,OH,440224108,702718.35,31350.44,734068.79,1512732.64,0,0,2246801.43,0,0,0,0,60520.03,0,0,84652.36,1151990.16,0,0,0,0,0,0,9010,0,9500,18510,211390,2228291.43,1091470.13,1829922.17,0,01/01/2023
"CHAVEZ-DEREMER, LORI",REP,INCUMBENT,5698141.84,5094032.87,613570.39,303477.56,10/16/2024,13203 SE 172ND AVE,STE 166 #399,HAPPY VALLEY,OR,97086,2010659.67,616599.6,2627259.27,1950126.79,11500,0,4588886.06,1068099.67,0,0,0,3172.94,0,0,37983.17,4872003.18,0,0,477.58,91522.44,0,91522.44,18767.33,0,1600,20367.33,109662.34,4568518.73,4868830.24,9461.42,0,01/01/2023
"PACKARD, AARON L",REP,CHALLENGER,630.14,293.33,356.81,500.01,12/31/2023,480 ELM STREET,UNIT B,FITCHBURG,MA,1420,130.13,0,0,0,0,0,130.13,0,500,0,500,0,0,0,0,193.33,0,0,0,0,0,0,0,0,0,0,100,130.13,193.33,0,,11/17/2023
"ARANGO, ALEXANDER",W,CHALLENGER,0,0,0,0,,1303-27TH STREET,,NORTH BERGEN,NJ,7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"LEE, JOHN",REP,CHALLENGER,1652534.76,1553603.82,98930.94,1040000,10/16/2024,3275 N FORT APACHE #150,,LAS VEGAS,NV,89129,563769.84,14764.92,578534.76,29000,5000,0,612534.76,0,1040000,0,1040000,0,0,0,0,1541581.88,0,0,0,0,0,0,12021.94,0,0,12021.94,0,600512.82,1541581.88,0,0,10/01/2023
"LOPEZ, MANNY",DEM,CHALLENGER,57587.83,40396.27,17191.56,0,10/16/2024,600 BONITO AVE,,NOKOMIS,FL,34275,36848.57,230,37078.57,0,0,0,37078.57,0,20000,0,20000,509.26,0,0,0,38926.68,0,0,0,0,0,0,0,0,0,0,1469.59,37078.57,38417.42,0,0,10/01/2023
"MAZLO, CHRISTOPHER CRAIG",NON,CHALLENGER,0,0,0,0,,5301 GENOA AVE,,PAHRUMP,NV,89060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BASSILE, ELIAS",IND,CHALLENGER,1005102,234.7,1004867.3,1000000,03/31/2024,2 LANDING WAY,,BIDDEFORD,ME,4005,0,1,1,0,0,5101,5102,0,1000000,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.7,5102,0,0,0,07/01/2023
"POSEY, BILL",REP,INCUMBENT,493799.99,761217.69,155605.15,0,09/30/2024,P. O. BOX 411486,,MELBOURNE,FL,32941,238932.34,57382.56,296314.9,188600,0,0,484914.9,0,0,0,0,523.98,0,0,8361.11,465717.69,0,0,0,0,0,0,25100,0,34800,59900,235600,425014.9,465193.71,423022.85,0,01/01/2023
"PATTERSON, CLARK",LIB,CHALLENGER,0,0,0,0,,"2212 SAN GABRIEL STREET, #126",,AUSTIN,TX,78705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"HOLYK, ISAAC A",REP,CHALLENGER,8308.37,7714.66,254.17,0,09/30/2024,104 SW 4TH PLACE,,BATTLE GROUND,WA,98604,5201.98,1350.41,6552.39,0,0,0,6552.39,0,0,1740,1740,0,0,0,15.98,5974.66,0,0,0,0,1740,1740,0,0,0,0,0,6552.39,5974.66,5,0,01/01/2024
"GALAN-WOODS, MARLENE",DEM,CHALLENGER,1776275.3,1775639.33,635.97,75000,11/25/2024,5044 EAST WELDON AVE,,PHOENIX,AZ,85018,1365145.33,226026.54,1591171.87,70500,0,38177.55,1699849.42,0,75000,0,75000,1314.62,0,0,111.26,1524873.37,0,0,0,0,0,0,232818.98,0,15000,247818.98,2946.98,1452030.44,1523558.75,0,0,04/01/2023
"KING-HINDS, KIMBERLYN KAY",REP,CHALLENGER,86429.79,79141.69,7488.1,0,11/25/2024,P.O. BOX 64,,TINIAN,MP,96952,65841.67,20588.12,86429.79,0,0,0,86429.79,0,0,0,0,0,0,0,0,79141.69,0,0,0,0,0,0,0,0,0,0,0,86429.79,79141.69,200,0,02/29/2024
"BRISTOW, NIGEL WILLIAM",DEM,CHALLENGER,30454.43,30071.78,-426.11,0,11/25/2024,922 NC 381 HIGHWAY,,HAMLET,NC,28345,17291.2,8248.06,25539.26,0,4900,0,30439.26,0,0,0,0,15.17,0,0,0,25971.78,0,0,0,0,0,0,4100,0,0,4100,0,26339.26,25956.61,0,0,01/01/2024
"CASE, JIM",REP,OPEN,0,0,0,0,,102 N GOSPEL ST #4,,PAOLI,IN,47454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CAMERON, KYLE G.",DEM,CHALLENGER,14566.56,8707.08,5859.48,0,10/16/2024,PO BOX 2598,,CHEYENNE,WY,82003,7100,6466.56,13566.56,0,1000,0,14566.56,0,0,0,0,0,0,0,0,7207.08,0,0,1500,0,0,0,0,0,0,0,0,14566.56,7207.08,0,0,05/06/2024
"PANETTA, JIMMY",DEM,INCUMBENT,3109811.15,1709941.88,3580279.16,0,10/16/2024,PO BOX 103,,CARMEL VALLEY,CA,93924,1337825.9,106961.98,1444787.88,1661821.28,0,0,3106609.16,0,0,0,0,3201.98,0,0,0.01,1259000.88,0,0,0,0,0,0,18665,0,2000,20665,430276,3085944.16,1255798.9,2180409.89,0,01/01/2023
"SHERMAN, BRAD",DEM,INCUMBENT,1868493.74,1009149.43,3828116.92,10.08,10/16/2024,777 S. FIGUEROA STREET,SUITE 4050,LOS ANGELES,CA,90017,987267.44,19636.93,1006904.37,784549.01,0,0,1791453.38,0,0,0,0,240.3,0,0,76800.06,629325.43,0,0,0,0,0,0,11200,0,11000,22200,357624,1769253.38,629085.13,2968772.61,0,01/01/2023
"BALDWIN, TAMMY",DEM,INCUMBENT,42944506.95,43598002.2,2385563.7,0,10/16/2024,PO BOX 696,,MADISON,WI,53701,24094847.35,11741595.9,35836443.25,2380693.1,60875.82,0,38278012.17,4150041.91,0,0,0,143708.37,0,0,372744.5,43066795.97,0,0,4371.49,0,0,0,465990.59,10,58520.29,524520.88,2313.86,37753491.29,42923087.6,3039058.95,0,01/01/2023
"GALLEGO, RUBEN",DEM,OPEN,56843786.42,55360823.17,2759538.24,0,10/16/2024,PO BOX 1710,,PHOENIX,AZ,85001,29126070.48,23461125.8,52587196.28,1614062.63,74900,0,54276158.91,2566480.17,0,0,0,1147.34,0,0,0,54599406.34,0,0,0,0,0,0,743991.83,0,5500,749491.83,11925,53526667.08,54598259,1276574.99,0,01/01/2023
"LIFE, PRO",CON,CHALLENGER,0,0,0,0,,4250 VALLEY VIEW ROAD,,EMMETT,ID,83617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"PRATT, DON B",DEM,CHALLENGER,0,0,0,0,,,,LEXINGTON,KY,40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"HACKETT, MARK",CON,CHALLENGER,0,0,0,0,,27 HIGHLAWN AVENUE,,GREENVILLE,SC,29611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"FACCONE, MICHAEL FRANCIS",REP,OPEN,0,0,0,0,,18 DOGWOOD DRIVE,,FREEHOLD,NJ,7728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"RAGGE ANDERSON, CLAIRE",NON,CHALLENGER,32987.48,30254.87,2732.61,36896.28,09/30/2024,3843 S BRISTOL ST STE 604,,SANTA ANA,CA,92704,3300,6,3306,0,0,1031.19,4337.19,0,28000,0,28000,0,0,0,650.29,30127.03,0,0,0,0,0,0,0,0,0,0,127.84,4337.19,30127.03,0,0,01/01/2023
"LEAGER, THOMAS CHARLES MR.",IND,CHALLENGER,23776,23600,216.54,66,10/16/2024,420 W. WILSON ST.,APT L4,MADISON,WI,53703,23550,160,23710,0,0,0,23710,0,66,0,66,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,0,0,23710,23600,0,0,04/01/2022
"ANDRUS, TRACY DR. SR.",DEM,CHALLENGER,18385,11749.08,6250.41,0,06/30/2024,104 JOHNSON STREET,,MARSHALL,TX,75670,12300,585,12885,0,0,5500,18385,0,0,0,0,0,0,0,0,11749.08,0,0,0,0,0,0,0,0,0,0,0,18385,11749.08,0,0,04/01/2023
"WALLS-WINDHAUSER, ANGELA MARIE",W,CHALLENGER,0,0,0,0,,PO BOX 785098,,WINTER GARDEN,FL,34778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CAMILLERI, CHARLES WILLIAM",DEM,CHALLENGER,41248,540,20100,0,06/30/2023,6908 COVINGTON CT,,WEST BLOOMFIELD,MI,48322,20580,0,20580,0,0,20668,41248,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,28580,540,0,0,04/01/2023
"CAMPOS-MEDINA, PATRICIA",DEM,OPEN,477182.36,477182.36,0,0,06/30/2024,P.O. BOX 57,,CALIFON,NJ,7830,118365.83,33816.53,152182.36,5000,0,312419.17,469601.53,0,7580.83,0,7580.83,0,0,0,0,468361.43,0,0,0,7580.83,0,7580.83,1240.1,0,0,1240.1,0,468361.43,468361.43,0,0,01/03/2024
"ESTRADA, MICHAEL",IND,OPEN,5218.2,657.67,4560.53,0,07/20/2024,PO BOX 5200,,CLINTON,NJ,8809,5208.2,10,5218.2,0,0,0,5218.2,0,0,0,0,0,0,0,0,657.67,0,0,0,0,0,0,0,0,0,0,0,5218.2,657.67,0,0,09/25/2023
"ZDAN, ALEXANDER",REP,OPEN,50824.86,47891.23,2933.63,25000,06/30/2024,"125 BROEMEL PL, PO BOX 31",,PENNINGTON,NJ,8534,5621.78,203.08,5824.86,0,0,0,5824.86,0,45000,0,45000,0,0,0,0,27891.23,0,0,0,20000,0,20000,0,0,0,0,0,5824.86,27891.23,0,0,01/01/2024
"LUDWIG, THOMAS CHARLES",REP,OPEN,42578.1,42578.1,0,20000,05/15/2024,150 SECATOGUE AVENUE,APT 3B,FARMINGDALE,NY,11735,0,0,0,0,0,0,0,2578.1,40000,0,40000,0,0,0,0,22578.1,0,0,0,20000,0,20000,0,0,0,0,0,0,22578.1,0,0,07/01/2023
"REYNOLDS, STEVEN CODY",DEM,CHALLENGER,3250.5,3835,6579.46,2200006,09/30/2024,3321 SE 20TH AVENUE,,PORTLAND,OR,97202,0,0,0,0,0,0,0,0,0,0,0,3250.5,0,0,0,3835,0,0,0,0,0,0,0,0,0,0,0,0,584.5,7163.96,0,01/01/2023
"LEIB, BRYAN",REP,CHALLENGER,73346.38,72603.28,743.1,10500,09/30/2024,3501 N OCEAN DR,VILLA 7,HOLLYWOOD,FL,33019,62345.92,500,62845.92,0,0,0,62845.92,0,10500,0,10500,0,0,0,0.46,70903.28,0,0,0,0,0,0,1700,0,0,1700,0,61145.92,70903.28,0,0,04/19/2024
"MCGILL, MICHAEL",REP,CHALLENGER,9617.32,4651.34,2477.98,2625,03/03/2024,PO BOX 413,,LONG BEACH,MS,39560,1593.11,5399.21,6992.32,0,0,0,6992.32,0,2625,0,2625,0,0,0,0,4651.34,0,0,0,0,0,0,0,0,0,0,0,6992.32,4651.34,0,0,06/01/2023
"GANORKAR, MAHESH",UN,CHALLENGER,34771.2,32369.07,-27597.87,,02/21/2024,127 DEER RUN,,PITTSBORO,NC,27312,390,0,390,0,0,0,390,0,34381.2,0,34381.2,0,0,0,0,32369.07,0,0,0,0,0,0,0,0,0,0,0,390,32369.07,-15000,19381.2,01/01/2023
"DAVEY, MICHAEL",DEM,CHALLENGER,576359.73,576561.26,-201.53,200000,09/30/2024,2800 S ADAMS ST UNIT 5651,,TALLAHASSEE,FL,32314,329040,40069.58,369109.58,7250.15,0,0,376359.73,0,0,200000,200000,0,0,0,0,573306.82,0,0,0,0,0,0,3600,0,0,3600,-345.56,372759.73,573306.82,0,0,01/01/2024
"WILLIAMS, PETER",DEM,,21824.92,0,71824.92,,11/15/2024,PO BOX 53973,,BATON ROUGE,LA,70892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,21000,07/19/2024
"GOAD, SCOTT ALAN",REP,CHALLENGER,0,0,0,0,,678 KILMORE DR,,PENDLETON,IN,46064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MYRICK, JOHN",REP,OPEN,8019.23,7359.23,660,0,06/30/2024,9801 LANHAM SEVERN ROAD,PO BOX 191,LANHAM,MD,20703,250,310,560,0,0,7459.23,8019.23,0,0,0,0,0,0,0,0,7359.23,0,0,0,0,0,0,0,0,0,0,0,8019.23,7359.23,0,0,01/01/2024
"BROWN, M SHONTEL",DEM,INCUMBENT,1305036.13,702203.54,966655.67,0,10/16/2024,4660 BELFIORE RD,,WARRENSVILLE HEIGHTS,OH,44128,471651.5,58356.12,530007.62,689352.85,0,0,1219360.47,57000,0,0,0,16959.48,0,0,11716.18,590334.54,0,0,0,0,0,0,3759,0,0,3759,108110,1215601.47,573375.06,363823.08,0,01/01/2023
"HENDERSON, MATTHEW",REP,OPEN,950,950,0,0,02/29/2024,PO BOX 142,,CIRCLEVILLE,OH,43113,750,200,950,0,0,0,950,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,950,950,0,0,01/01/2024
"WYSINGER, DEMETRA JEFFERSON",OTH,CHALLENGER,0,0,0,0,,2103 E 11TH,,TEXARKANA,AR,71854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SYMONDS, CHARLES JOESPH  LEO MISTER",IND,CHALLENGER,0,0,0,0,,1035 WAUONA TRAIL,,PORTAGE,WI,53901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BORREGARD, ERIC J",GRE,OPEN,0,0,0,0,,7544 LAKE HOLLOW CT.,UNDEFINED,DEXTER,MI,48130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"NEWCOMB, ROBERT",IAP,OPEN,0,0,0,0,,2373 N 2575 W,,FARR WEST,UT,84404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BLAIR, RAYMOND J JR",REP,OPEN,43373.9,43373.9,0,0,04/30/2024,4519 WOODRUFF RD,STE 4-1030,COLUMBUS,GA,31904,17449.41,52.06,17501.47,0,0,10872.43,28373.9,0,15000,0,15000,0,0,0,0,43373.9,0,0,0,0,0,0,0,0,0,0,0,28373.9,43373.9,0,0,01/01/2024
"HUTT, CUSH BENJAMIN MR",REP,CHALLENGER,0,0,0,0,,111 1ST STREET,,BAKERSFIELD,CA,93304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ORR, PATRICK",REP,OPEN,0,0,0,0,03/31/2024,PO BOX 1262,,PENDLETON,SC,29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/2024
"LERNER, KARI",DEM,CHALLENGER,184016.35,178545.66,5470.69,3742.72,10/16/2024,PO BOX 153033,,CAPE CORAL,FL,33915,123568.73,56204.9,179773.63,500,0,0,180273.63,0,3742.72,0,3742.72,0,0,0,0,178545.66,0,0,0,0,0,0,0,0,0,0,0,180273.63,178545.66,0,0,10/01/2023
"WALT, BRANDY WHYNE",W,CHALLENGER,0,0,0,0,,533 CONCORD LANE,,COLUMBIA,PA,17512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BOEBERT, LAUREN",REP,INCUMBENT,4537128.28,5012902.13,295501.75,0,10/16/2024,PO BOX 2026,,ELIZABETH,CO,80107,1922799.78,2051448.7,3974248.48,252787.8,8000,0,4235036.28,291712.91,0,0,0,14777.34,0,0,-4398.25,4906023.1,0,0,0,0,0,0,36062.3,0,0,36062.3,70816.73,4198973.98,4891245.76,771275.6,0,01/01/2023
"WILLIAMS, NIKEMA N.",DEM,INCUMBENT,920485.43,837729.61,86822.95,0,10/16/2024,PO BOX 311913,,ATLANTA,GA,31131,295131.85,29248.96,324380.81,547160.11,0,0,871540.92,40300,0,0,0,8644.51,0,0,0,790105.61,0,0,0,0,0,0,1922.65,0,0,1922.65,45701.35,869618.27,781461.1,4067.13,0,01/01/2023
"COBURN, MICHAEL",DEM,OPEN,229985,229985,0,0,04/18/2024,PO BOX 5035,,ANNAPOLIS,MD,21403,74150,5835,79985,0,0,33700.04,113685.04,0,116299.96,0,116299.96,0,0,0,0,67795.04,0,0,0,116299.96,0,116299.96,43890,0,0,43890,2000,69795.04,67795.04,0,0,01/01/2024
"PATEL, BHAVINI",DEM,CHALLENGER,701269.21,677957.11,43891.33,256.13,10/16/2024,PO BOX 81714,,PITTSBURGH,PA,15217,562347.3,86874.41,649221.71,51250,0,0,700471.71,0,0,0,0,797.5,0,0,0,655202.11,0,0,0,0,0,0,14830,0,1000,15830,6925,684641.71,654404.61,20579.23,0,01/01/2023
"CLARKE, YVETTE D",DEM,INCUMBENT,870806.11,815605.53,117905.35,49480,10/16/2024,PO BOX 250200,,BROOKLYN,NY,11225,223331.44,26335.18,249666.62,619523.12,26.1,0,869215.84,0,0,0,0,1590.27,0,0,0,743899.89,0,0,0,0,0,0,7728.52,0,125,7853.52,63852.12,861362.32,742309.62,62704.77,5535,01/01/2023
"FRAYER, DONALD ROBERT",REP,CHALLENGER,303.15,787.99,-1441.68,0,09/30/2024,165 NOBLE FOREST DRIVE,,FAYETTEVILLE,GA,30215,5,0,5.43,0,0,293.52,298.95,0,0,0,0,0,0,0,4.2,293.52,0,494.47,0,0,0,0,0,0,0,0,0,8052.18,10499.17,-956.84,0,01/01/2023
"KEATING, WILLIAM R",DEM,INCUMBENT,655377.89,804863.25,711841.3,0,10/16/2024,10 BRIARWOOD LANE,,MONUMENT BEACH,MA,2553,274883.24,52019.65,326902.89,327475,1000,0,655377.89,0,0,0,0,0,0,0,0,597145,0,0,0,0,0,0,3000,0,0,3000,204718.25,652377.89,597145,861326.66,0,01/01/2023
"DUNCAN, DANIEL A",DEM,OPEN,0,0,0,0,,65 MARHAVEN LANE,,LAURENS,SC,29360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MCNERNEY, CHRISTOPHER MICHAEL",DEM,CHALLENGER,0,10875.49,-10875.49,0,03/31/2024,PO BOX 80315,,AUSTIN,TX,78708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10875.49,0,0,0,0,0,0,0,0,0,0,0,0,10875.49,0,0,01/01/2023
"HEIMLICH, PHILIP MURRAY",REP,OPEN,166581.28,170167.5,-3586.22,90414.09,09/30/2024,10173 SLEEPY RIDGE DRIVE,,LOVELAND,OH,45140,51802.9,4724.98,56527.88,4500,0,378.48,61406.36,0,101504,0,101504,3220.92,0,0,450,159077.59,0,0,0,11089.91,0,11089.91,0,0,0,0,0,61406.36,155856.67,0,0,07/01/2023
"SESSIONS, PETE",REP,INCUMBENT,1143852.35,798406.56,433560.09,0,10/16/2024,PO BOX 7754,,WACO,TX,767147754,533890.85,6829.24,540720.09,582266.88,0,1000,1123986.97,0,0,0,0,491.68,0,0,19373.7,371225.18,0,0,0,0,0,0,2500,0,1000,3500,423681.38,1120486.97,370733.5,88114.3,0,01/01/2023
"GAYE, JOSEPH OLIVER MR",UN,OPEN,0,0,0,0,,9764 MOSS ROSE CIRCLE,,HIGHLANDS RANCH,CO,80129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"COLLINS, PAULA",DEM,CHALLENGER,139354.87,50392.52,85354.66,0,10/16/2024,PO BOX 418,,PETERSBURG,NY,12138,45172,78137.87,123309.87,4915,0,0,128224.87,0,11130,0,11130,0,0,0,0,50392.52,0,0,0,0,0,0,0,0,0,0,0,128224.87,50392.52,0,0,01/01/2024
"WEINROTH, ROBERT S.",REP,CHALLENGER,370460.38,369905.54,554.84,152618.91,10/16/2024,200 S.E. MIZNER BLVD.,UNIT 304,BOCA RATON,FL,33432,202838.61,11282.67,214121.28,0,0,6339.1,220460.38,0,150000,0,150000,0,0,0,0,345105.54,0,0,0,0,0,0,24800,0,0,24800,0,195660.38,345105.54,0,0,01/01/2024
"SPICER, LAVERN",REP,CHALLENGER,23865.96,23831.08,34.88,0,10/16/2024,6301 NW 7TH AVE,,MIAMI,FL,33150,6420.99,17438.97,23859.96,0,0,0,23859.96,0,0,0,0,6,0,0,0,23217.08,0,0,0,0,0,0,0,0,0,0,614,23859.96,23211.08,0,0,04/01/2023
